07-09-2025 00:00:22.636 INFO {"type":"summary","reason":"inactivity","startedAt":"2025-09-06T21:49:50.898Z","endedAt":"2025-09-06T22:00:22.636Z","durationSec":631,"entryPrice":6.018376907005628e-8,"entryMarketCapSol":56.071188957499565,"entryMarketCapUsd":11270.308980457412,"minPct":-50.13630637008182,"maxPct":0,"buyCount":9,"sellCount":39,"tradeCount":48,"entryRecorded":true,"noPostThresholdTrades":false,"triggerAt":"2025-09-06T21:49:50.897Z","ageAtTriggerSec":7,"preTotalTrades":46,"preBuys":36,"preSells":10,"preUniqueTraders":37,"preEntryTotalTrades":79,"preEntryBuys":43,"preEntrySells":36,"preEntryUniqueTraders":44,"preEntryMinMcUsd":6153.85403514863,"preEntryMaxMcUsd":13084.130493377585,"thresholdMcSol":56.071188957499565,"thresholdMcUsd":11270.308980457412,"thresholdPrice":6.018376907005628e-8,"tokenAddress":"B6w8QFQHjttLPE13voQC1t2EwDTcsnpC8RtZ7ykypump","strategyId":"youngOnly","tokenName":"Boobarella","tokenSymbol":"2boo","outcome":"bad","outcomeReason":"minPct -50.14% <= -36%","goodThresholdPct":20,"badThresholdPct":36,"entryPriceStr":"0.000000060184","entryMarketCapSolStr":"56,071189 SOL","entryMarketCapUsdStr":"11.270,31$","minPctStr":"-50.14%","maxPctStr":"0.00%","thresholdPriceStr":"0.000000060184","thresholdMcSolStr":"56,071189 SOL","thresholdMcUsdStr":"11.270,31$"}
07-09-2025 00:02:01.793 INFO {"type":"summary","reason":"inactivity","startedAt":"2025-09-06T21:51:01.823Z","endedAt":"2025-09-06T22:02:01.793Z","durationSec":659,"entryPrice":2.951024497373395e-8,"entryMarketCapSol":29.118808956686113,"entryMarketCapUsd":5852.880600293909,"minPct":-3.9830457426211003,"maxPct":46.86901785841721,"buyCount":15,"sellCount":53,"tradeCount":68,"entryRecorded":true,"noPostThresholdTrades":false,"triggerAt":"2025-09-06T21:51:01.823Z","ageAtTriggerSec":9,"preTotalTrades":13,"preBuys":13,"preSells":0,"preUniqueTraders":13,"preEntryTotalTrades":21,"preEntryBuys":13,"preEntrySells":8,"preEntryUniqueTraders":13,"preEntryMinMcUsd":5772.463596070608,"preEntryMaxMcUsd":6011.295533184941,"thresholdMcSol":29.118808956686113,"thresholdMcUsd":5852.880600293909,"thresholdPrice":2.951024497373395e-8,"tokenAddress":"3wE8xnZPUgxbXHemMwLHoa2R1p8WvtaVnd4tsBhopump","strategyId":"youngOnly","tokenName":"My Bebder Game","tokenSymbol":"Bebder","outcome":"good","outcomeReason":"maxPct 46.87% >= 20%","goodThresholdPct":20,"badThresholdPct":36,"entryPriceStr":"0.000000029510","entryMarketCapSolStr":"29,118809 SOL","entryMarketCapUsdStr":"5852,88$","minPctStr":"-3.98%","maxPctStr":"46.87%","thresholdPriceStr":"0.000000029510","thresholdMcSolStr":"29,118809 SOL","thresholdMcUsdStr":"5852,88$"}
07-09-2025 00:02:46.332 INFO {"type":"summary","reason":"inactivity","startedAt":"2025-09-06T21:50:13.769Z","endedAt":"2025-09-06T22:02:46.332Z","durationSec":752,"entryPrice":4.078263000434913e-8,"entryMarketCapSol":37.55974820703514,"entryMarketCapUsd":7549.509389614063,"minPct":-25.561286188287095,"maxPct":17.6447810267264,"buyCount":5,"sellCount":9,"tradeCount":14,"entryRecorded":true,"noPostThresholdTrades":false,"triggerAt":"2025-09-06T21:50:13.769Z","ageAtTriggerSec":9,"preTotalTrades":10,"preBuys":7,"preSells":3,"preUniqueTraders":5,"preEntryTotalTrades":11,"preEntryBuys":8,"preEntrySells":3,"preEntryUniqueTraders":6,"preEntryMinMcUsd":6799.906803355073,"preEntryMaxMcUsd":9432.562079841891,"thresholdMcSol":37.55974820703514,"thresholdMcUsd":7549.509389614063,"thresholdPrice":4.078263000434913e-8,"tokenAddress":"E3VWcSW3Cgzn13EuE9YodLEErFWceQ6saWoFWKW9pump","strategyId":"youngOnly","tokenName":"Kosmo","tokenSymbol":"Kosmo","outcome":"neutral","outcomeReason":"no thresholds met","goodThresholdPct":20,"badThresholdPct":36,"entryPriceStr":"0.000000040783","entryMarketCapSolStr":"37,559748 SOL","entryMarketCapUsdStr":"7549,51$","minPctStr":"-25.56%","maxPctStr":"17.64%","thresholdPriceStr":"0.000000040783","thresholdMcSolStr":"37,559748 SOL","thresholdMcUsdStr":"7549,51$"}
07-09-2025 00:03:26.225 INFO {"type":"summary","reason":"inactivity","startedAt":"2025-09-06T21:52:39.356Z","endedAt":"2025-09-06T22:03:26.225Z","durationSec":646,"entryPrice":3.778986006569806e-8,"entryMarketCapSol":34.04168373520322,"entryMarketCapUsd":6842.378430775848,"minPct":-17.868358998583044,"maxPct":9.421839096490183,"buyCount":1,"sellCount":8,"tradeCount":9,"entryRecorded":true,"noPostThresholdTrades":false,"triggerAt":"2025-09-06T21:52:39.355Z","ageAtTriggerSec":32,"preTotalTrades":15,"preBuys":12,"preSells":3,"preUniqueTraders":10,"preEntryTotalTrades":15,"preEntryBuys":12,"preEntrySells":3,"preEntryUniqueTraders":10,"preEntryMinMcUsd":6784.651828955283,"preEntryMaxMcUsd":8510.037779069356,"thresholdMcSol":34.04168373520322,"thresholdMcUsd":6842.378430775848,"thresholdPrice":3.778986006569806e-8,"tokenAddress":"CEcpavTVQJFr8LGuL2QPoWuTNGhDz7FTdcZwrCWLpump","strategyId":"youngOnly","tokenName":" FuckAroundFindOut50","tokenSymbol":"FAFO50","outcome":"neutral","outcomeReason":"no thresholds met","goodThresholdPct":20,"badThresholdPct":36,"entryPriceStr":"0.000000037790","entryMarketCapSolStr":"34,041684 SOL","entryMarketCapUsdStr":"6842,38$","minPctStr":"-17.87%","maxPctStr":"9.42%","thresholdPriceStr":"0.000000037790","thresholdMcSolStr":"34,041684 SOL","thresholdMcUsdStr":"6842,38$"}
07-09-2025 00:04:01.267 INFO {"type":"summary","reason":"inactivity","startedAt":"2025-09-06T21:53:35.617Z","endedAt":"2025-09-06T22:04:01.267Z","durationSec":625,"entryPrice":4.0374255040814064e-8,"entryMarketCapSol":36.175131732660475,"entryMarketCapUsd":7271.201478264756,"minPct":-22.71580562980261,"maxPct":0,"buyCount":3,"sellCount":16,"tradeCount":19,"entryRecorded":true,"noPostThresholdTrades":false,"triggerAt":"2025-09-06T21:53:35.617Z","ageAtTriggerSec":20,"preTotalTrades":10,"preBuys":9,"preSells":1,"preUniqueTraders":10,"preEntryTotalTrades":17,"preEntryBuys":10,"preEntrySells":7,"preEntryUniqueTraders":11,"preEntryMinMcUsd":6471.146334026434,"preEntryMaxMcUsd":9383.501502537312,"thresholdMcSol":36.175131732660475,"thresholdMcUsd":7271.201478264756,"thresholdPrice":4.0374255040814064e-8,"tokenAddress":"yBDNy7dZR99gcS8kHLkzQbtfSt83aZnNH2f4jTkCATE","strategyId":"youngOnly","tokenName":null,"tokenSymbol":null,"outcome":"neutral","outcomeReason":"no thresholds met","goodThresholdPct":20,"badThresholdPct":36,"entryPriceStr":"0.000000040374","entryMarketCapSolStr":"36,175132 SOL","entryMarketCapUsdStr":"7271,20$","minPctStr":"-22.72%","maxPctStr":"0.00%","thresholdPriceStr":"0.000000040374","thresholdMcSolStr":"36,175132 SOL","thresholdMcUsdStr":"7271,20$"}
07-09-2025 00:04:40.653 INFO {"type":"summary","reason":"inactivity","startedAt":"2025-09-06T21:51:31.323Z","endedAt":"2025-09-06T22:04:40.653Z","durationSec":789,"entryPrice":5.010981442500965e-8,"entryMarketCapSol":50.48551698482091,"entryMarketCapUsd":10147.588913949003,"minPct":-44.5891031339017,"maxPct":50.36785506651631,"buyCount":149,"sellCount":150,"tradeCount":299,"entryRecorded":true,"noPostThresholdTrades":false,"triggerAt":"2025-09-06T21:51:31.322Z","ageAtTriggerSec":12,"preTotalTrades":25,"preBuys":15,"preSells":10,"preUniqueTraders":14,"preEntryTotalTrades":28,"preEntryBuys":18,"preEntrySells":10,"preEntryUniqueTraders":17,"preEntryMinMcUsd":8524.821757105146,"preEntryMaxMcUsd":12096.490878460481,"thresholdMcSol":40.28977852514317,"thresholdMcUsd":8098.245483553777,"thresholdPrice":4.274546840355479e-8,"tokenAddress":"AsSfUj1CsYYhHaTCsbWZqdBFiL16YcywmUm85KSRpump","strategyId":"youngOnly","tokenName":"FuckAroundFindOut50","tokenSymbol":"F50","outcome":"good","outcomeReason":"maxPct 50.37% >= 20%","goodThresholdPct":20,"badThresholdPct":36,"entryPriceStr":"0.000000050110","entryMarketCapSolStr":"50,485517 SOL","entryMarketCapUsdStr":"10.147,59$","minPctStr":"-44.59%","maxPctStr":"50.37%","thresholdPriceStr":"0.000000042745","thresholdMcSolStr":"40,289779 SOL","thresholdMcUsdStr":"8098,25$"}
07-09-2025 00:04:53.876 INFO {"type":"summary","reason":"inactivity","startedAt":"2025-09-06T21:53:58.775Z","endedAt":"2025-09-06T22:04:53.876Z","durationSec":655,"entryPrice":3.03373479205876e-8,"entryMarketCapSol":28.70804837607883,"entryMarketCapUsd":5770.317723591845,"minPct":-0.1885695809559638,"maxPct":0,"buyCount":0,"sellCount":2,"tradeCount":2,"entryRecorded":true,"noPostThresholdTrades":false,"triggerAt":"2025-09-06T21:53:58.774Z","ageAtTriggerSec":64,"preTotalTrades":10,"preBuys":8,"preSells":2,"preUniqueTraders":6,"preEntryTotalTrades":10,"preEntryBuys":8,"preEntrySells":2,"preEntryUniqueTraders":6,"preEntryMinMcUsd":6268.381618325573,"preEntryMaxMcUsd":6485.062742163831,"thresholdMcSol":28.70804837607883,"thresholdMcUsd":5770.317723591845,"thresholdPrice":3.03373479205876e-8,"tokenAddress":"8svcrsw5r8DFCiChgTj59EgppLFmp2vpjimYcmWKDdb5","strategyId":"youngOnly","tokenName":"bearless","tokenSymbol":"bearless","outcome":"neutral","outcomeReason":"no thresholds met","goodThresholdPct":20,"badThresholdPct":36,"entryPriceStr":"0.000000030337","entryMarketCapSolStr":"28,708048 SOL","entryMarketCapUsdStr":"5770,32$","minPctStr":"-0.19%","maxPctStr":"0.00%","thresholdPriceStr":"0.000000030337","thresholdMcSolStr":"28,708048 SOL","thresholdMcUsdStr":"5770,32$"}
07-09-2025 00:05:47.749 INFO {"type":"summary","reason":"inactivity","startedAt":"2025-09-06T21:55:24.207Z","endedAt":"2025-09-06T22:05:47.749Z","durationSec":623,"entryPrice":2.8883618362211438e-8,"entryMarketCapSol":28.504556682455192,"entryMarketCapUsd":5729.415893173494,"minPct":-1.9106954385369703,"maxPct":4.34195652980668,"buyCount":5,"sellCount":33,"tradeCount":38,"entryRecorded":true,"noPostThresholdTrades":false,"triggerAt":"2025-09-06T21:55:24.207Z","ageAtTriggerSec":10,"preTotalTrades":14,"preBuys":12,"preSells":2,"preUniqueTraders":12,"preEntryTotalTrades":25,"preEntryBuys":13,"preEntrySells":12,"preEntryUniqueTraders":13,"preEntryMinMcUsd":5640.649557406302,"preEntryMaxMcUsd":6033.824674650516,"thresholdMcSol":28.504556682455192,"thresholdMcUsd":5729.415893173494,"thresholdPrice":2.8883618362211438e-8,"tokenAddress":"2AjKai3UNRAeRddVnnTuSCD23q244t5cHANQKru6pump","strategyId":"youngOnly","tokenName":"Minnesota Superhero","tokenSymbol":"NoMark","outcome":"neutral","outcomeReason":"no thresholds met","goodThresholdPct":20,"badThresholdPct":36,"entryPriceStr":"0.000000028884","entryMarketCapSolStr":"28,504557 SOL","entryMarketCapUsdStr":"5729,42$","minPctStr":"-1.91%","maxPctStr":"4.34%","thresholdPriceStr":"0.000000028884","thresholdMcSolStr":"28,504557 SOL","thresholdMcUsdStr":"5729,42$"}
07-09-2025 00:05:50.816 INFO {"type":"summary","reason":"inactivity","startedAt":"2025-09-06T21:54:12.955Z","endedAt":"2025-09-06T22:05:50.816Z","durationSec":697,"entryPrice":4.94584940432414e-8,"entryMarketCapSol":46.256318216950746,"entryMarketCapUsd":9297.5199616071,"minPct":-39.549658188376384,"maxPct":0,"buyCount":6,"sellCount":37,"tradeCount":43,"entryRecorded":true,"noPostThresholdTrades":false,"triggerAt":"2025-09-06T21:54:12.954Z","ageAtTriggerSec":12,"preTotalTrades":63,"preBuys":43,"preSells":20,"preUniqueTraders":42,"preEntryTotalTrades":85,"preEntryBuys":45,"preEntrySells":40,"preEntryUniqueTraders":43,"preEntryMinMcUsd":6259.133612036494,"preEntryMaxMcUsd":11642.364373974906,"thresholdMcSol":46.256318216950746,"thresholdMcUsd":9297.5199616071,"thresholdPrice":4.94584940432414e-8,"tokenAddress":"69bXn7qMuo5rwss9rWSyH9cgbgVa7w58gudcAEZkpump","strategyId":"youngOnly","tokenName":"Thinkr","tokenSymbol":"Thinkr","outcome":"bad","outcomeReason":"minPct -39.55% <= -36%","goodThresholdPct":20,"badThresholdPct":36,"entryPriceStr":"0.000000049458","entryMarketCapSolStr":"46,256318 SOL","entryMarketCapUsdStr":"9297,52$","minPctStr":"-39.55%","maxPctStr":"0.00%","thresholdPriceStr":"0.000000049458","thresholdMcSolStr":"46,256318 SOL","thresholdMcUsdStr":"9297,52$"}
07-09-2025 00:05:58.670 INFO {"type":"summary","reason":"inactivity","startedAt":"2025-09-06T21:53:27.393Z","endedAt":"2025-09-06T22:05:58.670Z","durationSec":751,"entryPrice":3.3296673024230974e-8,"entryMarketCapSol":30.15317002780282,"entryMarketCapUsd":6060.787175588367,"minPct":-7.276769074511294,"maxPct":0,"buyCount":0,"sellCount":7,"tradeCount":7,"entryRecorded":true,"noPostThresholdTrades":false,"triggerAt":"2025-09-06T21:53:27.393Z","ageAtTriggerSec":5,"preTotalTrades":9,"preBuys":7,"preSells":2,"preUniqueTraders":7,"preEntryTotalTrades":13,"preEntryBuys":7,"preEntrySells":6,"preEntryUniqueTraders":7,"preEntryMinMcUsd":5839.935663156115,"preEntryMaxMcUsd":7564.1258014773575,"thresholdMcSol":30.15317002780282,"thresholdMcUsd":6060.787175588367,"thresholdPrice":3.3296673024230974e-8,"tokenAddress":"hKWLGsLvkFhtuq6vMKzDQ17RQ6QQZQpfhnN7zYEpump","strategyId":"youngOnly","tokenName":"the great gooners","tokenSymbol":"gooners","outcome":"neutral","outcomeReason":"no thresholds met","goodThresholdPct":20,"badThresholdPct":36,"entryPriceStr":"0.000000033297","entryMarketCapSolStr":"30,15317 SOL","entryMarketCapUsdStr":"6060,79$","minPctStr":"-7.28%","maxPctStr":"0.00%","thresholdPriceStr":"0.000000033297","thresholdMcSolStr":"30,15317 SOL","thresholdMcUsdStr":"6060,79$"}
07-09-2025 00:06:03.074 INFO {"type":"summary","reason":"inactivity","startedAt":"2025-09-06T21:51:01.096Z","endedAt":"2025-09-06T22:06:03.074Z","durationSec":901,"entryPrice":4.1057713265169455e-8,"entryMarketCapSol":39.50224502275519,"entryMarketCapUsd":7939.951249573794,"minPct":-29.214058192754166,"maxPct":33.34677368155683,"buyCount":31,"sellCount":64,"tradeCount":95,"entryRecorded":true,"noPostThresholdTrades":false,"triggerAt":"2025-09-06T21:51:01.096Z","ageAtTriggerSec":32,"preTotalTrades":33,"preBuys":24,"preSells":9,"preUniqueTraders":28,"preEntryTotalTrades":41,"preEntryBuys":24,"preEntrySells":17,"preEntryUniqueTraders":28,"preEntryMinMcUsd":5996.839868522066,"preEntryMaxMcUsd":8791.258313219649,"thresholdMcSol":39.50224502275519,"thresholdMcUsd":7939.951249573794,"thresholdPrice":4.1057713265169455e-8,"tokenAddress":"2xfyxK5zqoR63Vk6uALuAFgCzo6FWwphvEsEztYnpump","strategyId":"youngOnly","tokenName":"Unofficial Alon","tokenSymbol":"אלון","outcome":"good","outcomeReason":"maxPct 33.35% >= 20%","goodThresholdPct":20,"badThresholdPct":36,"entryPriceStr":"0.000000041058","entryMarketCapSolStr":"39,502245 SOL","entryMarketCapUsdStr":"7939,95$","minPctStr":"-29.21%","maxPctStr":"33.35%","thresholdPriceStr":"0.000000041058","thresholdMcSolStr":"39,502245 SOL","thresholdMcUsdStr":"7939,95$"}
